"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500"
"37037000009",1,8,11,11,6,7,13,13,14,4,2,1,5,11,6,9,14,14,13,3,1,12,6,2,2,2,4,12,12,3,3
"37025002-09",10,1,1,1,7,10,4,11,4,1,4,9,4,14,2,2,12,2,10,10,4,4,9,5,5,14,10,10,7,5,7
"37025002-08",12,1,1,1,7,10,4,11,12,1,1,10,9,14,4,10,4,2,11,10,4,4,9,5,5,14,10,10,7,5,7
"37001000103",1,11,9,14,5,5,1,13,2,14,14,6,11,10,5,9,3,11,3,5,13,6,6,3,9,1,3,11,9,14,1
"37025002-07",10,1,1,1,7,10,4,11,4,1,4,9,4,14,2,10,12,2,11,10,4,4,9,5,5,14,10,10,7,5,7
"37081000G29",1,11,9,14,11,5,1,13,2,12,14,2,7,7,7,7,8,14,9,9,12,5,2,12,12,1,1,4,11,13,13
"37025002-06",10,1,1,1,6,7,4,11,4,5,4,9,9,14,2,2,4,2,11,13,10,7,11,5,5,14,14,14,14,12,12
"37081000G28",1,11,9,14,11,4,1,13,2,12,14,2,7,7,7,4,8,14,13,9,12,5,2,12,12,1,1,4,11,13,13
"37025002-05",10,1,1,1,10,11,4,11,4,1,4,9,4,14,2,2,12,2,11,13,4,4,12,5,5,14,14,14,14,12,12
"37081000G27",1,11,9,14,11,5,1,13,2,12,14,2,7,7,7,7,8,14,13,9,12,5,2,12,12,1,1,4,11,13,13
"37081000G26",1,11,9,14,11,5,1,13,2,12,14,2,7,7,7,4,8,14,13,9,12,5,2,2,2,1,1,11,13,13,13
"37081000G25",1,11,9,14,11,5,1,13,2,12,14,2,7,7,7,4,8,14,13,9,12,5,2,12,12,1,1,4,11,13,13
"37055000COL",9,5,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"370210067.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"3714701511B",9,4,5,9,8,8,3,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,9,9
"3714701511A",9,4,5,9,8,8,3,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,11,9
"3708700CL-N",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37125000PBF",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,11,2,1,14,14,6,2,4,8,4,7,2,1,1,6,6
"37161000014",12,3,13,10,2,12,2,12,1,13,13,4,9,9,13,13,10,10,2,4,11,10,10,10,14,8,7,7,10,8,8
"3700100012N",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,9,14,5
"37161000013",12,10,13,13,13,12,7,12,1,10,13,4,9,9,13,13,10,10,2,2,11,10,10,10,14,10,7,7,8,8,8
"37161000011",12,3,13,13,13,12,7,12,1,13,13,4,9,9,13,8,10,10,2,4,11,9,14,10,14,8,8,8,10,8,8
"37067000055",3,12,13,10,2,4,5,5,10,14,7,7,10,6,8,10,4,2,11,6,9,11,5,2,2,2,14,14,14,12,12
"37067000054",3,12,3,5,11,12,5,5,10,12,7,7,10,6,10,10,4,2,9,6,9,11,5,2,2,2,14,14,11,13,13
"37067000053",14,7,3,5,11,4,5,5,10,12,7,7,10,6,10,10,4,5,9,6,9,11,5,2,2,2,4,3,11,13,3
"3708700CL-S",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37067000052",3,12,3,5,11,12,5,5,10,12,7,7,10,6,10,10,8,2,11,6,9,11,5,2,2,2,14,14,11,13,13
"37067000051",3,12,3,5,11,4,5,5,10,12,7,7,10,6,8,10,8,5,9,6,9,11,5,2,2,2,4,3,11,13,13
"3700100012W",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,9,14,5
"371510000BC",13,14,8,3,6,7,13,4,13,4,9,2,10,6,7,7,14,14,13,6,9,11,5,2,2,2,4,11,12,3,3
"37065000701",6,4,4,2,9,8,3,8,3,9,6,14,1,12,1,5,5,11,1,12,5,13,1,1,1,9,6,2,3,11,2
"37161000019",12,3,10,13,13,2,7,12,1,13,13,4,9,9,13,13,10,10,2,4,11,10,10,10,14,8,8,8,10,8,8
"3700100012S",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"37161000018",7,10,10,10,13,2,2,12,7,10,10,4,13,13,13,13,13,13,2,4,11,10,10,10,14,10,8,8,8,10,10
"3716300WBRK",11,2,14,9,14,3,14,9,9,11,3,5,12,5,12,6,6,6,12,1,7,8,13,6,7,4,9,6,1,4,4
"370130BELHV",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"3718100KITT",6,5,4,2,9,8,3,10,5,9,6,11,1,10,3,5,5,11,3,5,8,6,1,1,1,9,12,4,9,11,1
"371390NORTH",9,5,5,6,9,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"3719911-PRI",7,10,10,13,2,2,2,2,7,13,10,13,13,13,13,13,13,13,4,2,2,10,10,10,14,10,8,8,8,10,10
"37067000043",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,2,9,9,9,11,5,12,12,3,3,3,11,13,13
"371510000AE",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,7,14,14,13,6,9,11,11,11,8,2,4,11,12,3,3
"3712700P19A",6,5,4,2,9,8,3,8,8,9,6,14,1,12,1,5,5,6,1,5,5,13,1,1,1,9,6,2,3,11,2
"37129000W03",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,3,8,4,7,4,9,6,4,6,6
"37067000042",3,7,3,5,11,12,5,5,10,12,7,7,10,6,8,4,14,2,9,6,9,11,5,12,12,3,3,3,11,13,3
"37001000129",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,2,3,9,1,3,11,12,14,5
"3716300GARL",4,6,14,4,3,3,14,9,8,4,9,5,6,4,12,6,6,6,14,14,7,8,8,8,7,4,9,6,4,4,4
"37001000128",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"37001000127",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,3,11,3,5,13,6,1,3,9,1,3,11,12,14,5
"3714701102B",9,4,5,6,8,9,6,6,3,3,11,3,14,12,1,1,1,11,1,12,5,13,7,1,3,12,12,13,13,11,9
"37001000126",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"3714701102A",9,4,5,9,8,8,6,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,11,9
"37001000125",1,11,9,5,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"37001000124",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,3,11,3,5,13,6,1,3,9,1,1,11,12,14,5
"371510000AN",13,14,8,3,6,7,13,4,13,4,14,1,5,11,6,7,14,14,13,6,9,11,11,11,8,2,4,11,12,3,3
"370910000SJ",9,5,5,6,9,8,6,6,3,3,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"37099000GCK",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37129000W08",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"371510000AS",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,9,14,14,13,6,9,11,11,11,8,2,4,11,12,3,3
"37165000007",13,14,8,3,6,7,13,4,13,4,9,12,5,11,6,12,11,3,12,7,6,2,4,8,4,7,2,1,4,6,6
"371510000AR",3,7,9,3,5,5,5,5,10,12,7,2,10,6,8,7,14,2,9,6,9,11,5,12,12,3,3,3,12,3,3
"3700100012E",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,9,14,5
"37165000004",13,14,8,3,6,7,13,4,13,4,9,12,5,11,6,12,2,1,14,14,6,2,4,8,4,7,2,6,1,6,6
"3714701513B",9,4,5,9,8,8,6,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,9,9
"37165000003",13,14,8,3,6,7,13,4,13,4,9,12,5,11,6,12,2,1,14,14,6,2,4,8,4,7,4,1,1,6,6
"371370003BY",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,12,12,13,6,9,9
"3714701513A",9,4,5,9,8,9,3,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,9,9
"3703300LOCU",1,11,9,14,5,5,1,13,2,14,14,2,7,10,9,9,3,11,3,9,12,6,1,1,1,1,1,4,13,14,5
"37161000034",12,10,10,10,13,2,7,12,7,10,13,4,13,13,13,13,13,10,2,2,11,10,10,10,14,10,8,8,8,10,10
"371510000AW",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,7,14,14,13,6,9,11,11,11,8,2,4,11,12,3,3
"370150000C1",9,5,5,6,9,8,6,6,3,3,6,3,1,1,11,1,1,9,1,12,5,13,1,13,1,9,12,4,13,9,9
"37017000P70",4,6,6,4,3,3,14,9,9,4,9,12,6,4,12,6,11,3,12,7,7,8,8,8,7,4,9,6,4,4,4
"3716100003A",12,3,13,10,13,12,2,12,1,13,13,4,9,9,13,8,10,10,2,4,11,10,10,10,14,8,8,8,10,8,8
"37067000075",3,12,3,5,5,4,5,5,10,14,7,7,10,6,8,4,4,2,11,9,9,11,5,2,2,2,14,14,11,12,12
"37067000074",3,12,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,9,11,5,12,12,3,1,3,11,13,13
"37025005-00",13,1,7,3,6,7,4,4,4,5,4,9,4,11,10,2,4,2,13,13,10,7,11,11,8,14,4,11,12,3,3
"37067000073",3,12,3,5,5,4,5,5,10,14,7,7,10,6,8,4,4,2,11,9,9,11,5,2,2,2,14,14,14,12,12
"37067000072",3,12,3,5,5,4,5,5,10,12,7,7,10,6,8,4,8,5,11,9,9,11,5,12,12,3,1,3,14,12,12
"37183001-29",5,9,2,8,4,6,8,14,5,2,12,11,3,3,9,3,7,8,5,8,8,12,3,7,6,6,6,2,2,1,11
"37067000071",3,12,3,5,5,4,5,5,10,14,7,7,10,6,8,4,4,5,11,9,9,11,5,12,12,3,1,3,14,12,12
"37183001-28",5,9,2,2,4,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,1,3,6,6,13,6,2,2,1,11
"37183001-27",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,13,6,11,9,2,2,11
"37183001-26",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,1,12,3,6,13,6,6,9,2,2,11
"37183001-25",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,13,6,6,9,2,2,11
"37017000P75",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"370150000C2",9,5,5,6,9,8,6,6,3,3,6,3,1,1,11,1,1,9,1,12,5,13,1,13,1,9,12,4,13,9,2
"37067000081",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37161000028",12,10,13,10,13,12,2,12,1,10,13,4,9,9,13,13,13,10,2,4,11,10,10,10,14,10,8,8,8,8,8
"37161000027",12,10,13,10,13,2,2,12,7,10,13,4,13,13,13,13,13,13,2,4,11,10,10,10,14,10,8,8,8,10,10
"37183001-35",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,1,12,3,6,13,6,6,9,2,2,11
"37183001-34",5,9,2,8,14,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,12,3,7,6,6,6,9,2,2,11
"37183001-33",5,9,2,8,4,6,8,14,5,2,12,11,3,3,3,3,7,8,5,8,8,12,3,7,13,6,6,2,2,2,11
"37081000SF4",3,11,9,5,5,4,5,13,2,12,14,7,7,7,7,4,8,14,9,6,12,5,2,12,12,1,1,3,11,13,13
"37183001-32",5,9,2,8,14,6,8,14,14,2,12,11,3,3,9,3,7,7,5,3,1,12,3,3,13,6,11,9,2,2,11
"37081000SF3",1,11,9,14,11,4,5,13,2,12,14,7,7,7,7,4,8,14,9,6,12,5,2,12,12,1,1,4,11,13,13
"37017000P60",4,6,6,4,3,3,14,9,13,4,9,12,6,4,12,6,11,3,12,7,6,2,4,8,7,4,9,6,4,6,6
"37183001-31",5,9,2,8,4,6,8,14,14,2,12,11,3,3,9,3,7,7,5,8,8,12,3,7,13,6,11,9,2,2,11
"3704900DFB9",9,4,5,6,8,9,3,6,3,3,11,3,14,12,1,1,1,9,7,12,3,3,7,13,3,12,13,13,6,9,9
"37067000067",3,7,3,5,11,4,5,5,10,12,7,7,7,6,8,4,8,5,9,9,9,11,5,12,12,3,1,3,11,13,13
"37081000SF2",3,11,3,14,5,4,5,13,2,12,14,7,7,7,7,4,8,14,13,9,12,5,2,1,12,1,1,4,13,13,13
"3704900N3N5",9,4,5,6,8,8,6,6,6,3,11,3,14,1,11,1,6,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37183001-30",5,9,2,2,4,6,8,14,5,2,12,11,3,3,9,3,7,8,5,8,8,1,3,7,6,13,6,2,2,1,11
"37067000066",3,7,3,5,11,4,5,13,2,14,7,7,7,6,7,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"3700100009S",1,11,9,14,5,5,1,13,2,14,5,6,11,10,5,9,3,11,3,5,12,6,6,3,9,1,3,12,9,14,5
"37081000SF1",3,11,9,14,5,4,5,13,2,12,14,7,7,7,7,4,8,14,9,9,12,5,2,12,12,1,1,4,13,13,13
"37067000065",3,7,3,5,11,4,5,5,10,12,7,7,7,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37049000023",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37067000064",3,7,3,5,11,4,5,5,10,14,7,7,7,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37067000063",3,7,3,5,11,4,5,5,10,14,7,7,7,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37049000021",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37067000062",3,7,3,5,11,4,5,5,2,14,7,7,7,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37049000020",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,1,5,3,7,13,3,12,13,13,6,9,9
"37183001-19",5,9,2,8,14,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,6,6,6,9,2,2,11
"37067000061",3,7,3,5,11,4,5,13,10,12,7,7,7,6,7,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37183001-18",5,9,2,2,4,6,8,14,5,9,12,14,3,3,3,3,7,7,5,8,8,1,3,7,6,13,6,2,2,1,11
"37183001-17",5,9,2,2,4,6,8,14,5,2,12,11,3,3,3,3,7,8,5,8,8,1,3,7,6,13,6,2,2,1,11
"37183001-16",5,9,2,8,4,6,8,14,5,2,12,11,3,3,9,3,7,8,5,8,8,12,3,7,13,6,6,2,2,1,11
"37161000029",12,3,10,13,13,2,7,12,1,13,13,4,9,9,13,13,10,10,2,2,11,10,10,10,14,8,8,8,10,8,8
"37183001-15",5,9,2,2,4,6,8,14,5,2,12,11,3,3,3,3,7,7,5,8,8,1,3,7,6,13,6,2,2,1,11
"37017000P65",4,6,14,4,3,3,14,9,6,4,9,5,6,4,12,6,6,6,14,14,7,8,8,4,7,4,9,6,4,4,4
"37183001-14",5,9,2,8,14,6,8,14,8,2,12,11,3,3,3,3,7,7,5,8,8,12,3,7,13,6,6,9,2,2,11
"3719700NBCK",14,3,13,10,2,12,5,5,10,13,1,10,8,8,8,10,8,2,11,13,10,7,11,11,8,11,14,14,14,12,12
"37067000068",3,7,3,14,11,4,5,13,2,14,7,7,7,6,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37147001201",9,4,5,9,8,8,6,6,3,3,11,3,14,12,11,1,1,11,1,12,5,13,7,1,3,12,12,13,13,11,9
"37161000030",12,10,10,13,13,12,2,12,1,10,13,4,9,9,13,13,13,10,2,2,11,10,10,10,14,10,8,8,8,10,10
"37131RICH-S",9,5,5,6,9,8,6,6,3,3,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"37183001-23",5,9,2,8,14,6,8,14,14,2,12,11,3,3,3,3,7,7,5,8,8,12,3,7,13,6,11,9,2,2,11
"37183001-22",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,13,6,6,9,2,2,11
"37183001-21",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,1,12,3,6,13,6,11,9,2,2,11
"37183001-20",5,9,2,8,14,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,6,6,6,9,2,2,11
"37067000012",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,2,9,9,9,11,5,12,12,3,3,3,12,13,13
"3706100WARS",11,2,14,9,3,3,14,9,8,3,3,5,6,4,12,6,6,6,7,1,3,8,8,8,7,4,9,6,6,11,2
"37067000011",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,2,9,9,9,11,5,12,12,3,3,3,11,13,13
"37125000SSP",13,8,11,3,6,7,13,4,13,4,9,1,5,11,6,12,2,1,14,6,9,11,5,2,2,2,2,1,1,6,6
"37183001-49",5,9,2,8,4,6,8,14,14,2,12,11,3,3,9,3,7,7,8,3,8,12,3,3,13,6,11,9,2,2,11
"37183001-48",5,9,2,8,14,6,8,14,14,2,12,11,3,3,9,3,7,7,5,8,1,12,3,6,13,6,11,9,2,2,11
"3708100NDRI",3,11,3,5,11,4,5,13,2,12,7,7,7,6,7,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37183001-47",5,9,2,2,4,6,10,14,5,9,12,11,3,3,9,3,5,8,5,3,8,1,3,7,6,13,6,2,2,1,1
"3714500RCTL",6,5,9,14,5,5,10,10,5,7,6,11,11,10,9,9,3,11,3,9,13,6,1,1,1,9,3,12,9,14,1
"37067000015",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,2,9,9,9,11,5,12,12,3,3,3,12,13,13
"3713300NR02",9,4,14,6,8,9,6,6,6,6,11,3,14,1,11,6,6,9,7,1,3,3,8,4,3,12,13,13,6,9,9
"37183006-07",5,8,2,8,14,1,8,14,9,2,5,6,11,3,9,11,7,7,8,8,1,12,6,3,13,6,11,9,3,2,11
"37067000014",3,7,3,5,11,4,5,5,10,12,7,7,10,6,7,4,8,5,9,9,9,11,5,12,12,3,1,3,11,13,13
"3716300PLVW",11,2,14,9,14,3,14,8,9,11,2,12,12,5,1,6,11,3,12,1,7,8,13,6,7,4,9,9,1,4,4
"37183006-06",2,8,11,8,14,1,9,3,14,2,5,6,11,3,9,11,7,7,8,3,1,8,13,6,13,6,11,9,3,2,11
"37067000013",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,8,5,9,9,9,11,5,12,12,3,1,3,11,13,13
"37183006-05",2,8,2,8,14,1,9,3,9,2,5,6,11,3,9,11,7,7,5,8,1,8,13,6,13,6,11,9,3,2,11
"37183006-04",2,8,2,8,14,1,9,3,14,11,5,6,11,3,9,11,7,7,5,3,1,8,13,6,13,6,11,9,3,4,4
"3714701510A",9,4,5,9,8,9,6,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,11,9
"3707900CAST",9,6,5,9,9,9,3,8,8,3,3,3,14,12,1,5,1,6,7,1,3,13,7,1,3,12,13,4,3,11,2
"370950000SQ",9,4,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,3,9,12,13,13,9,9
"37017000P80",4,6,6,4,3,3,14,9,9,4,9,12,6,4,12,11,11,3,12,7,7,8,8,8,7,4,9,6,4,4,4
"37183001-51",5,9,2,2,4,6,8,14,5,9,12,11,3,3,9,3,7,8,8,8,8,1,3,7,13,13,6,2,2,1,11
"3708700WS-2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37183001-50",5,9,2,8,14,6,8,14,8,2,12,14,3,3,3,3,7,7,5,8,1,12,3,6,13,6,6,9,3,2,11
"3708700WS-1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210064.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3714701510B",9,4,5,9,8,9,6,6,3,3,11,3,14,12,1,1,1,11,1,12,3,13,7,1,3,12,13,13,13,11,9
"37183001-39",5,9,2,2,4,6,8,14,5,9,12,11,3,3,9,3,7,8,8,8,8,1,3,7,6,13,6,2,2,1,11
"37183001-38",5,9,2,2,4,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,1,3,6,6,13,6,2,2,1,11
"37055000KDH",9,5,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37183001-37",5,9,2,2,4,6,8,14,5,2,12,11,3,3,9,3,7,7,5,8,8,1,3,7,6,13,6,2,2,1,11
"37183001-36",5,9,2,2,4,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,1,3,7,6,6,6,2,2,1,11
"370210051.2",7,10,10,13,2,2,2,2,7,10,10,13,13,13,4,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37173ALMOND",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370630030-2",6,5,4,2,1,6,10,10,14,7,12,11,11,12,9,9,5,8,3,3,8,6,6,7,13,9,12,12,9,1,1
"370630030-1",6,5,11,2,1,6,10,10,14,7,12,11,11,12,9,9,5,8,8,3,8,1,6,7,13,9,12,12,9,1,1
"3715500018A",13,14,8,3,3,7,13,4,13,4,9,12,6,4,12,6,11,3,12,7,6,2,4,4,4,7,9,6,4,6,6
"3700100006W",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"37183001-46",6,9,14,2,4,6,8,14,5,9,12,14,3,3,3,3,7,7,5,8,8,1,3,7,6,13,6,2,2,1,11
"37165006-89",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,12,2,1,14,14,6,2,4,8,4,7,4,1,1,6,6
"37183001-45",5,9,2,2,4,6,10,14,5,9,12,11,3,3,9,3,7,7,8,8,8,1,3,7,13,13,6,2,2,1,11
"37183001-44",5,9,14,2,4,6,10,14,5,9,12,11,3,3,3,3,7,7,5,8,8,1,3,7,6,13,6,2,2,1,11
"3700100006S",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,3,11,3,5,13,6,1,3,9,1,3,11,9,14,5
"37183001-43",5,9,2,2,4,6,8,14,5,9,12,11,3,3,9,3,7,7,5,8,8,1,3,7,13,13,6,2,2,1,11
"37183001-42",5,9,2,2,4,6,10,14,5,9,12,11,3,3,9,3,7,7,5,3,8,1,3,7,13,13,6,2,2,1,11
"37067000034",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37183001-41",5,9,2,8,14,6,8,14,14,2,12,11,3,3,9,3,7,7,5,8,8,12,3,6,13,6,11,9,2,2,11
"37067000033",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37183001-40",5,9,2,2,4,6,8,14,5,2,12,14,3,3,3,3,7,7,5,8,8,12,3,6,6,6,6,9,2,1,11
"37067000032",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"37067000031",3,7,3,14,5,4,5,5,10,14,7,7,10,6,8,4,8,5,9,9,12,5,2,12,12,3,1,3,11,13,13
"3714500PNTH",6,5,9,14,5,5,1,13,5,7,6,11,11,10,9,9,3,11,3,9,13,6,1,1,1,9,3,4,13,14,1
"37017000P35",4,6,6,4,3,3,14,9,6,4,9,5,6,4,12,6,11,3,12,7,7,8,8,8,7,4,9,6,4,4,4
"37017000P30",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37083000HAL",9,5,5,6,9,8,6,6,3,3,6,14,1,1,11,1,5,11,3,12,5,13,1,1,1,9,12,4,13,11,2
"3713100JARE",9,5,5,6,9,8,6,6,3,3,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"3714900GC09",7,10,10,13,13,2,7,12,7,10,13,4,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3708100FEN2",1,11,9,5,11,5,1,13,2,12,14,2,7,6,7,7,14,14,13,6,12,5,2,2,2,3,3,11,12,3,5
"3708100FEN1",1,11,9,5,11,5,1,13,2,12,14,2,7,6,7,7,14,14,9,6,12,5,2,2,2,3,3,11,12,3,5
"37183006-09",2,8,11,11,14,1,9,3,14,2,2,1,5,5,9,11,11,7,8,3,1,12,6,3,9,6,11,12,3,2,11
"37183006-08",2,8,11,8,14,1,9,3,14,11,5,6,11,3,9,11,11,7,8,3,1,12,6,6,13,6,11,9,3,2,11
"37001000064",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,13,6,2,3,9,1,3,11,9,14,5
"37001000063",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,3,11,3,5,12,6,1,3,9,1,3,11,9,14,5
"37067000021",3,7,3,14,11,4,5,13,2,14,14,7,10,6,8,4,8,5,9,9,12,5,2,12,1,3,1,3,11,13,13
"37183006-10",2,8,11,8,14,1,9,3,14,11,2,1,5,5,9,11,11,7,5,3,1,12,6,6,13,6,11,9,3,4,4
"37017000P25",4,6,8,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,4,4
"371510000GR",13,14,8,11,6,7,13,4,13,4,9,1,5,11,6,9,14,14,13,6,9,11,5,2,2,2,4,11,12,3,3
"3700100006E",1,11,9,14,5,5,1,13,2,14,14,2,11,7,7,7,14,14,3,5,13,6,2,3,9,1,3,11,9,14,5
"3701900010A",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
